Date,Time,Open_2m,High_2m,Low_2m,Close_2m,Volume_2m,Open_1h,High_1h,Low_1h,Close_1h,Volume_1h,Date_1d,Open_1d,High_1d,Low_1d,Close_1d,Volume_1d,Hour,SixMinChange,EightMinChange,TenMinChange,SixMinLabel,EightMinLabel,TenMinLabel,TenMinMovingAvg,TwentyMinMovingAvg,ThirtyMinMovingAvg,HourChange,TenMinMALabel,TwentyMinMALabel,ThirtyMinMALabel,TenCrossTwenty,TenCrossThirty,HourChangeLabel
2023-11-20,13:00:00,15895.0,15898.25,15890.5,15893.75,851,15895.0,15919.75,15887.25,15912.75,13249.0,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,6.0,6.5,0.25,Bullish,Bullish,Neutral,15894.45,15895.475,15899.033333333333,27.75,Below,Below,Below,Below,Below,Above
2023-11-20,13:02:00,15893.25,15895.75,15891.0,15895.0,343,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,5.25,-1.0,1.75,Bullish,Neutral,Neutral,15894.2,15895.075,15897.85,24.75,Above,Below,Below,Below,Below,Above
2023-11-20,13:04:00,15894.75,15897.5,15891.25,15897.25,329,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-3.25,-0.5,2.5,Bearish,Neutral,Neutral,15894.55,15895.35,15897.033333333333,19.75,Above,Above,Above,Below,Below,Above
2023-11-20,13:06:00,15897.5,15900.0,15896.25,15899.75,276,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-3.0,0.0,1.25,Bearish,Neutral,Neutral,15896.15,15895.85,15896.8,19.5,Above,Above,Above,Above,Below,Above
2023-11-20,13:08:00,15899.25,15901.5,15897.0,15900.25,294,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-0.5,0.75,1.5,Neutral,Neutral,Neutral,15897.2,15896.1,15896.683333333332,20.5,Above,Above,Above,Above,Above,Above
2023-11-20,13:10:00,15900.75,15901.25,15894.0,15894.0,415,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,7.0,7.75,7.5,Bullish,Bullish,Bullish,15897.25,15895.85,15896.066666666668,28.75,Below,Below,Below,Above,Above,Above
2023-11-20,13:12:00,15894.25,15897.75,15894.25,15896.75,244,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,5.0,4.75,4.0,Bullish,Bullish,Bullish,15897.6,15895.9,15895.916666666666,22.25,Below,Above,Above,Above,Above,Above
2023-11-20,13:14:00,15896.75,15901.25,15896.75,15899.75,325,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,1.75,1.0,-3.75,Neutral,Neutral,Bearish,15898.1,15896.325,15896.266666666666,18.75,Above,Above,Above,Above,Above,Above
2023-11-20,13:16:00,15899.5,15905.0,15899.5,15901.0,573,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-0.25,-5.0,-10.5,Neutral,Bearish,Bearish,15898.35,15897.25,15896.683333333332,16.75,Above,Above,Above,Above,Above,Above
2023-11-20,13:18:00,15902.0,15904.0,15901.5,15901.75,203,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-5.75,-11.25,-8.75,Bearish,Bearish,Bearish,15898.65,15897.925,15896.95,16.75,Above,Above,Above,Above,Above,Above
2023-11-20,13:20:00,15902.25,15904.25,15899.5,15901.5,312,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-11.0,-8.5,-10.0,Bearish,Bearish,Bearish,15900.15,15898.7,15897.283333333333,18.0,Above,Above,Above,Above,Above,Above
2023-11-20,13:22:00,15902.0,15902.25,15898.25,15900.75,184,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-7.75,-9.25,-10.25,Bearish,Bearish,Bearish,15900.95,15899.275,15897.583333333334,17.25,Below,Above,Above,Above,Above,Above
2023-11-20,13:24:00,15900.25,15900.5,15895.25,15896.0,308,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-4.5,-5.5,0.25,Bearish,Bearish,Neutral,15900.2,15899.15,15897.616666666669,20.5,Below,Below,Below,Above,Above,Above
2023-11-20,13:26:00,15896.25,15896.25,15887.25,15890.5,713,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,0.0,5.75,8.25,Neutral,Bullish,Bullish,15898.1,15898.225,15897.533333333333,27.75,Below,Below,Below,Below,Above,Above
2023-11-20,13:28:00,15891.0,15897.75,15891.0,15893.0,542,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,3.25,5.75,1.25,Neutral,Bullish,Neutral,15896.35,15897.5,15897.4,21.5,Below,Below,Below,Below,Below,Above
2023-11-20,13:30:00,15893.5,15894.25,15887.5,15891.5,497,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,7.25,2.75,11.5,Bullish,Neutral,Bullish,15894.35,15897.25,15897.25,23.5,Below,Below,Below,Below,Below,Above
2023-11-20,13:32:00,15891.5,15893.75,15889.5,15890.5,330,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,3.75,12.5,16.0,Bullish,Bullish,Bullish,15892.3,15896.625,15896.95,22.25,Below,Below,Below,Below,Below,Above
2023-11-20,13:34:00,15890.75,15897.0,15890.0,15896.25,466,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,6.75,10.25,14.25,Bullish,Bullish,Bullish,15892.35,15896.275,15896.883333333331,13.25,Above,Below,Below,Below,Below,Above
2023-11-20,13:36:00,15896.5,15898.75,15895.5,15898.75,375,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,7.75,11.75,11.5,Bullish,Bullish,Bullish,15894.0,15896.05,15896.816666666668,4.5,Above,Above,Above,Below,Below,Above
2023-11-20,13:38:00,15895.5,15896.75,15893.5,15894.25,282,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,16.25,16.0,16.0,Bullish,Bullish,Bullish,15894.25,15895.3,15896.416666666666,7.75,Neutral,Below,Below,Below,Below,Above
2023-11-20,13:40:00,15894.5,15905.25,15894.0,15903.0,682,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,7.25,7.25,4.25,Bullish,Bullish,Bullish,15896.55,15895.45,15897.016666666666,0.25,Above,Above,Above,Above,Below,Above
2023-11-20,13:42:00,15903.25,15908.0,15901.25,15906.5,544,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,3.75,0.75,1.75,Bullish,Neutral,Neutral,15899.75,15896.025,15897.666666666666,-7.5,Above,Above,Above,Above,Above,Below
2023-11-20,13:44:00,15906.5,15912.25,15906.25,15910.5,709,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-3.25,-2.25,-0.25,Bearish,Neutral,Neutral,15902.6,15897.475,15898.383333333331,-16.0,Above,Above,Above,Above,Above,Below
2023-11-20,13:46:00,15910.25,15912.25,15909.25,15910.25,474,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-2.0,0.0,6.25,Neutral,Neutral,Bullish,15904.9,15899.45,15899.0,-15.5,Above,Above,Above,Above,Above,Below
2023-11-20,13:48:00,15910.0,15913.25,15908.5,15910.25,408,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,0.0,6.25,2.5,Neutral,Bullish,Neutral,15908.1,15901.175,15899.566666666668,-12.5,Above,Above,Above,Above,Above,Below
2023-11-20,13:50:00,15910.0,15910.0,15906.25,15907.25,475,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,9.25,5.5,15.25,Bullish,Bullish,Bullish,15908.95,15902.75,15899.95,-10.75,Below,Above,Above,Above,Above,Below
2023-11-20,13:52:00,15907.0,15909.0,15903.5,15908.25,407,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,4.5,14.25,6.5,Bullish,Bullish,Bullish,15909.3,15904.525,15900.45,-12.0,Below,Above,Above,Above,Above,Below
2023-11-20,13:54:00,15907.75,15912.25,15906.75,15910.25,345,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,12.25,4.5,1.5,Bullish,Bullish,Neutral,15909.25,15905.925,15901.4,-14.75,Above,Above,Above,Above,Above,Below
2023-11-20,13:56:00,15910.5,15917.75,15910.25,15916.5,577,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-1.75,-4.75,-3.75,Neutral,Bearish,Bearish,15910.5,15907.7,15903.133333333331,-24.75,Above,Above,Above,Above,Above,Below
2023-11-20,13:58:00,15915.75,15919.75,15912.75,15912.75,766,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,13,-1.0,0.0,-0.25,Neutral,Neutral,Neutral,15911.0,15909.55,15904.45,-17.75,Above,Above,Above,Above,Above,Below
2023-11-20,14:00:00,15913.25,15923.5,15913.0,15922.5,885,15913.25,15997.0,15890.5,15996.25,93375.0,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-9.75,-10.0,-9.75,Bearish,Bearish,Bearish,15914.05,15911.5,15906.516666666666,-28.75,Above,Above,Above,Above,Above,Below
2023-11-20,14:02:00,15922.5,15925.0,15914.25,15914.75,1080,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-2.25,-2.0,-5.5,Neutral,Neutral,Bearish,15915.35,15912.325,15908.133333333331,-19.75,Below,Above,Above,Above,Above,Below
2023-11-20,14:04:00,15915.0,15916.0,15908.75,15911.75,1238,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,1.0,-2.5,-5.0,Neutral,Neutral,Bearish,15915.65,15912.45,15909.166666666666,-14.5,Below,Below,Above,Above,Above,Below
2023-11-20,14:06:00,15912.0,15915.25,15910.5,15912.75,894,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-3.5,-6.0,-4.0,Bearish,Bearish,Bearish,15914.9,15912.7,15910.1,-13.0,Below,Above,Above,Above,Above,Below
2023-11-20,14:08:00,15912.25,15913.75,15910.5,15912.5,334,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-5.75,-3.75,-5.0,Bearish,Bearish,Bearish,15914.85,15912.925,15911.316666666668,-12.25,Below,Below,Above,Above,Above,Below
2023-11-20,14:10:00,15912.0,15914.0,15908.5,15912.75,467,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-4.0,-5.25,-5.5,Bearish,Bearish,Bearish,15912.9,15913.475,15911.966666666667,-18.75,Below,Below,Above,Below,Above,Below
2023-11-20,14:12:00,15912.5,15913.0,15908.0,15909.25,540,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-1.75,-2.0,-1.75,Neutral,Neutral,Neutral,15911.8,15913.575,15912.15,-12.5,Below,Below,Below,Below,Below,Below
2023-11-20,14:14:00,15909.25,15910.0,15906.5,15906.75,536,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,0.5,0.75,-4.0,Neutral,Neutral,Bearish,15910.8,15913.225,15911.9,-7.0,Below,Below,Below,Below,Below,Below
2023-11-20,14:16:00,15906.5,15910.75,15904.0,15908.75,793,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-1.25,-6.0,-14.0,Neutral,Bearish,Bearish,15910.0,15912.45,15911.8,-7.75,Below,Below,Below,Below,Below,Below
2023-11-20,14:18:00,15908.75,15911.25,15906.25,15907.5,604,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-4.75,-12.75,-12.0,Bearish,Bearish,Bearish,15909.0,15911.925,15911.616666666669,-5.75,Below,Below,Below,Below,Below,Below
2023-11-20,14:20:00,15907.5,15908.75,15904.5,15907.25,593,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-12.5,-11.75,37.0,Bearish,Bearish,Bullish,15907.9,15910.4,15911.616666666669,-5.75,Below,Below,Below,Below,Below,Below
2023-11-20,14:22:00,15906.75,15908.75,15906.25,15907.5,405,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-12.0,36.75,34.75,Bearish,Bullish,Bullish,15907.55,15909.675,15911.566666666668,-6.75,Below,Below,Below,Below,Below,Below
2023-11-20,14:24:00,15907.25,15907.25,15897.0,15902.75,1471,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,41.5,39.5,70.0,Bullish,Bullish,Bullish,15906.75,15908.775,15911.066666666668,-6.75,Below,Below,Below,Below,Below,Below
2023-11-20,14:26:00,15902.5,15903.75,15894.25,15894.75,953,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,47.5,78.0,86.25,Bullish,Bullish,Bullish,15903.95,15906.975,15909.616666666669,-4.25,Below,Below,Below,Below,Below,Below
2023-11-20,14:28:00,15896.0,15899.0,15890.5,15895.5,1577,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,77.25,85.5,73.25,Bullish,Bullish,Bullish,15901.55,15905.275,15908.466666666667,-2.5,Below,Below,Below,Below,Below,Below
2023-11-20,14:30:00,15895.5,15944.75,15894.75,15944.25,11024,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,36.75,24.5,21.0,Bullish,Bullish,Bullish,15908.95,15908.425,15909.916666666666,-52.75,Above,Above,Above,Above,Below,Below
2023-11-20,14:32:00,15944.0,15950.5,15938.25,15942.25,6851,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,26.5,23.0,21.5,Bullish,Bullish,Bullish,15915.9,15911.725,15911.75,-51.75,Above,Above,Above,Above,Above,Below
2023-11-20,14:34:00,15942.25,15974.5,15942.0,15972.75,8789,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-7.5,-9.0,-20.25,Bearish,Bearish,Bearish,15929.9,15918.325,15915.816666666668,-76.5,Above,Above,Above,Above,Above,Below
2023-11-20,14:36:00,15973.0,15982.0,15969.0,15981.0,5991,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-17.25,-28.5,-19.75,Bearish,Bearish,Bearish,15947.15,15925.55,15920.366666666669,-82.25,Above,Above,Above,Above,Above,Below
2023-11-20,14:38:00,15981.0,15982.5,15966.75,15968.75,4793,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-16.25,-7.5,-4.0,Bearish,Bearish,Bearish,15961.8,15931.675,15924.116666666669,-74.5,Above,Above,Above,Above,Above,Below
2023-11-20,14:40:00,15969.25,15971.25,15960.5,15965.25,5902,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,-4.0,-0.5,21.5,Bearish,Neutral,Bullish,15966.0,15937.475,15927.616666666669,-62.25,Below,Above,Above,Above,Above,Below
2023-11-20,14:42:00,15965.5,15971.0,15962.0,15963.75,2312,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,1.0,23.0,26.25,Neutral,Bullish,Bullish,15970.3,15943.1,15931.25,-57.25,Below,Above,Above,Above,Above,Below
2023-11-20,14:44:00,15964.0,15967.5,15952.25,15952.5,7856,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,34.25,37.5,31.0,Bullish,Bullish,Bullish,15966.25,15948.075,15934.3,-42.0,Below,Above,Above,Above,Above,Below
2023-11-20,14:46:00,15952.5,15962.5,15949.0,15961.25,4285,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,28.75,22.25,27.75,Bullish,Bullish,Bullish,15962.3,15954.725,15937.8,-51.0,Below,Above,Above,Above,Above,Below
2023-11-20,14:48:00,15961.25,15966.75,15958.25,15964.75,3109,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,18.75,24.25,31.5,Bullish,Bullish,Bullish,15961.5,15961.65,15941.616666666669,-54.5,Above,Above,Above,Below,Above,Below
2023-11-20,14:50:00,15964.75,15988.0,15964.75,15986.75,6129,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,2.25,9.5,5.75,Neutral,Bullish,Bullish,15965.8,15965.9,15946.916666666666,-79.5,Above,Above,Above,Below,Above,Below
2023-11-20,14:52:00,15987.0,15993.75,15983.25,15990.0,4191,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,6.25,2.5,2.5,Bullish,Neutral,Neutral,15971.05,15970.675,15952.416666666666,-81.75,Above,Above,Above,Above,Above,Below
2023-11-20,14:54:00,15990.0,15990.0,15978.0,15983.5,3488,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,9.0,9.0,14.25,Bullish,Bullish,Bullish,15977.25,15971.75,15957.8,-73.25,Above,Above,Above,Above,Above,Below
2023-11-20,14:56:00,15982.75,15992.0,15981.5,15989.0,2484,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,3.5,8.75,-0.5,Neutral,Bullish,Neutral,15982.8,15972.55,15964.083333333334,-72.5,Above,Above,Above,Above,Above,Below
2023-11-20,14:58:00,15988.75,15997.0,15987.0,15996.25,3801,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,14,1.5,-7.75,-11.75,Neutral,Bearish,Bearish,15989.1,15975.3,15970.8,-83.5,Above,Above,Above,Above,Above,Below
2023-11-20,15:00:00,15996.0,15999.5,15985.75,15992.5,4642,15996.0,16002.25,15937.75,15999.75,91380.0,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-4.0,-8.0,-3.75,Bearish,Bearish,Bearish,15990.25,15978.025,15974.016666666666,-70.0,Above,Above,Above,Above,Above,Below
2023-11-20,15:02:00,15992.75,15999.0,15990.75,15992.5,2967,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-8.0,-3.75,-18.5,Bearish,Bearish,Bearish,15990.75,15980.9,15977.366666666669,-77.75,Above,Above,Above,Above,Above,Below
2023-11-20,15:04:00,15993.0,16000.0,15992.75,15997.75,3246,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-9.0,-23.75,-23.5,Bearish,Bearish,Bearish,15993.6,15985.425,15979.033333333333,-86.0,Above,Above,Above,Above,Above,Below
2023-11-20,15:06:00,15997.5,16002.25,15985.5,15988.5,3931,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-14.5,-14.25,-11.0,Bearish,Bearish,Bearish,15993.5,15988.15,15979.533333333333,-75.75,Below,Above,Above,Above,Above,Below
2023-11-20,15:08:00,15988.5,15991.25,15983.0,15984.5,2198,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-10.25,-7.0,-13.5,Bearish,Bearish,Bearish,15991.15,15990.125,15980.583333333334,-72.0,Below,Below,Above,Above,Above,Below
2023-11-20,15:10:00,15985.0,16001.25,15984.0,15988.75,5134,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-11.25,-17.75,-23.5,Bearish,Bearish,Bearish,15990.4,15990.325,15982.15,-76.0,Below,Below,Above,Above,Above,Below
2023-11-20,15:12:00,15988.25,15992.75,15972.0,15974.0,4719,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-3.0,-8.75,-30.25,Bearish,Bearish,Bearish,15986.7,15988.725,15982.833333333334,-64.75,Below,Below,Below,Below,Above,Below
2023-11-20,15:14:00,15974.25,15977.5,15966.0,15974.25,4315,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-9.0,-30.5,-26.75,Bearish,Bearish,Bearish,15982.0,15987.8,15984.283333333333,-67.5,Below,Below,Below,Below,Below,Below
2023-11-20,15:16:00,15974.25,15979.75,15968.5,15977.5,2378,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-33.75,-30.0,-24.0,Bearish,Bearish,Bearish,15979.8,15986.65,15985.366666666669,-68.75,Below,Below,Below,Below,Below,Below
2023-11-20,15:18:00,15976.75,15978.75,15967.75,15971.0,1956,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-23.5,-17.5,-10.5,Bearish,Bearish,Bearish,15977.1,15984.125,15985.783333333333,-63.5,Below,Below,Below,Below,Below,Below
2023-11-20,15:20:00,15971.0,15975.5,15963.5,15965.25,2540,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-11.75,-4.75,-13.75,Bearish,Bearish,Bearish,15972.4,15981.4,15984.35,-58.0,Below,Below,Below,Below,Below,Below
2023-11-20,15:22:00,15965.25,15968.25,15942.5,15943.75,4586,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,16.75,7.75,14.5,Bullish,Bullish,Bullish,15966.35,15976.525,15981.266666666666,-36.25,Below,Below,Below,Below,Below,Below
2023-11-20,15:24:00,15943.75,15951.75,15937.75,15947.5,5315,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,4.0,10.75,10.5,Bullish,Bullish,Bullish,15961.0,15971.5,15978.866666666669,-44.75,Below,Below,Below,Below,Below,Below
2023-11-20,15:26:00,15947.25,15955.5,15945.75,15953.5,2340,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,4.75,4.5,-1.5,Bullish,Bullish,Neutral,15956.2,15968.0,15976.5,-58.75,Below,Below,Below,Below,Below,Below
2023-11-20,15:28:00,15953.75,15962.5,15951.0,15960.5,2612,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-2.5,-8.5,-4.5,Neutral,Bearish,Bearish,15954.1,15965.6,15974.116666666669,-65.0,Above,Below,Below,Below,Below,Below
2023-11-20,15:30:00,15960.5,15966.25,15951.25,15951.5,3110,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,0.5,4.5,10.25,Neutral,Bullish,Bullish,15951.35,15961.875,15971.383333333331,-7.25,Above,Below,Below,Below,Below,Below
2023-11-20,15:32:00,15951.5,15958.5,15950.5,15958.25,2158,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,-2.25,3.5,7.0,Neutral,Neutral,Bullish,15954.25,15960.3,15969.1,-16.0,Above,Below,Below,Below,Below,Below
2023-11-20,15:34:00,15958.25,15960.0,15952.75,15958.0,1863,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,3.75,7.25,6.5,Bullish,Bullish,Bullish,15956.35,15958.675,15966.45,14.75,Above,Below,Below,Below,Below,Above
2023-11-20,15:36:00,15957.5,15957.5,15942.25,15952.0,2903,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,13.25,12.5,18.25,Bullish,Bullish,Bullish,15956.05,15956.125,15964.016666666666,29.0,Below,Below,Below,Below,Below,Above
2023-11-20,15:38:00,15952.25,15959.0,15951.25,15956.0,1622,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,8.5,14.25,16.5,Bullish,Bullish,Bullish,15955.15,15954.625,15962.116666666669,12.75,Above,Above,Below,Above,Below,Above
2023-11-20,15:40:00,15955.0,15965.0,15954.75,15961.75,2647,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,8.5,10.75,16.75,Bullish,Bullish,Bullish,15957.2,15954.275,15960.316666666668,3.5,Above,Above,Above,Above,Below,Above
2023-11-20,15:42:00,15962.25,15972.0,15961.5,15965.25,2773,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,7.25,13.25,18.75,Bullish,Bullish,Bullish,15958.6,15956.425,15959.733333333334,-1.5,Above,Above,Above,Above,Below,Below
2023-11-20,15:44:00,15964.75,15969.75,15959.25,15964.5,2579,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,14.0,19.5,23.25,Bullish,Bullish,Bullish,15959.9,15958.125,15959.083333333334,-12.0,Above,Above,Above,Above,Above,Below
2023-11-20,15:46:00,15964.75,15971.5,15960.5,15970.25,2206,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,13.75,17.5,23.5,Bullish,Bullish,Bullish,15963.55,15959.8,15958.6,-9.0,Above,Above,Above,Above,Above,Below
2023-11-20,15:48:00,15970.25,15974.0,15966.0,15972.5,2354,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,15.25,21.25,27.25,Bullish,Bullish,Bullish,15966.85,15961.0,15958.7,-7.75,Above,Above,Above,Above,Above,Below
2023-11-20,15:50:00,15972.5,15978.75,15964.5,15978.5,2285,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,15.25,21.25,25.5,Bullish,Bullish,Bullish,15970.2,15963.7,15959.583333333334,8.25,Above,Above,Above,Above,Above,Above
2023-11-20,15:52:00,15978.5,15986.75,15977.0,15984.0,3480,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,15.75,20.0,30.75,Bullish,Bullish,Bullish,15973.95,15966.275,15962.266666666666,6.0,Above,Above,Above,Above,Above,Above
2023-11-20,15:54:00,15984.0,15987.75,15981.5,15987.75,1973,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,16.25,27.0,25.75,Bullish,Bullish,Bullish,15978.6,15969.25,15964.95,-4.25,Above,Above,Above,Above,Above,Below
2023-11-20,15:56:00,15987.75,15994.5,15985.5,15993.75,2979,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,21.0,19.75,17.25,Bullish,Bullish,Bullish,15983.3,15973.425,15967.633333333331,-4.75,Above,Above,Above,Above,Above,Below
2023-11-20,15:58:00,15993.75,16000.0,15992.75,15999.75,3569,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,15,13.75,11.25,13.25,Bullish,Bullish,Bullish,15988.75,15977.8,15970.25,-3.5,Above,Above,Above,Above,Above,Below
2023-11-20,16:00:00,15999.5,16010.5,15999.5,16004.0,6200,15999.5,16021.25,15999.5,16013.25,55600.0,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,16,7.0,9.0,5.5,Bullish,Bullish,Bullish,15993.85,15982.025,15973.75,-11.5,Above,Above,Above,Above,Above,Below
2023-11-20,16:02:00,16004.25,16014.75,16003.75,16014.75,3610,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,16,-1.75,-5.25,-7.5,Neutral,Bearish,Bearish,16000.0,15986.975,15977.516666666666,-22.25,Above,Above,Above,Above,Above,Below
2023-11-20,16:04:00,16014.75,16016.0,16009.0,16013.5,2960,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,16,-4.0,-6.25,-1.25,Bearish,Bearish,Neutral,16005.15,15991.875,15981.216666666667,-15.75,Above,Above,Above,Above,Above,Below
2023-11-20,16:06:00,16013.75,16018.5,16009.0,16011.0,2862,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,16,-3.75,1.25,-2.75,Bearish,Neutral,Bearish,16008.6,15995.95,15985.15,-22.5,Above,Above,Above,Above,Above,Below
2023-11-20,16:08:00,16010.75,16017.25,16009.0,16013.0,2299,,,,,,2023-11-20,15895.0,16116.75,15837.25,16086.5,559493.0,16,-0.75,-4.75,-4.0,Neutral,Bearish,Bearish,16011.25,16000.0,15988.95,-28.5,Above,Above,Above,Above,Above,Below
